trip_id,year,month,week,day,hour,usertype,gender,starttime,stoptime,tripduration,temperature,events,from_station_id,from_station_name,latitude_start,longitude_start,dpcapacity_start,to_station_id,to_station_name,latitude_end,longitude_end,dpcapacity_end
2354685,2014,6,27,0,19,Subscriber,Male,2014.6.30 19:17,2014.6.30 19:21,3.95,73,tstorms,77,Clinton St & Madison St,41.8815824,-87.64127743,23,66,Clinton St & Lake St,41.88583274,-87.64138231,19
2354683,2014,6,27,0,19,Subscriber,Male,2014.6.30 19:17,2014.6.30 19:31,13.66666667,73,tstorms,144,Larrabee St & Webster Ave,41.92175,-87.64401,15,229,Southport Ave & Roscoe St,41.943739,-87.66402,19
2354682,2014,6,27,0,19,Subscriber,Male,2014.6.30 19:17,2014.6.30 19:36,19.68333333,73,tstorms,264,Stetson Ave & South Water St,41.886835,-87.62232,19,174,Canal St & Madison St,41.882091,-87.639833,23
2354681,2014,6,27,0,19,Subscriber,Male,2014.6.30 19:17,2014.6.30 19:24,7.966666667,73,tstorms,289,Wells St & Concord Ln,41.912202,-87.634664,19,337,Clark St & Chicago Ave,41.896544,-87.630931,19
2354680,2014,6,27,0,19,Subscriber,Male,2014.6.30 19:16,2014.6.30 19:25,8.733333333,73,tstorms,100,Orleans St & Merchandise Mart Plaza,41.888243,-87.63639,23,92,Carpenter St & Huron St,41.894556,-87.653449,19
2354678,2014,6,27,0,19,Subscriber,Female,2014.6.30 19:16,2014.6.30 19:23,6.283333333,73,tstorms,31,Franklin St & Chicago Ave,41.89680204,-87.63563839,23,301,Clark St & Schiller St,41.907993,-87.631501,19
2354667,2014,6,27,0,19,Subscriber,Male,2014.6.30 19:15,2014.6.30 19:21,5.8,73,tstorms,140,Dearborn Pkwy & Delaware Pl,41.899007,-87.629928,19,74,Kingsbury St & Erie St,41.89384315,-87.64185116,23
2354665,2014,6,27,0,19,Subscriber,Female,2014.6.30 19:15,2014.6.30 19:21,5.583333333,73,tstorms,284,Michigan Ave & Jackson Blvd,41.87785,-87.62408,23,255,Indiana Ave & Roosevelt Rd,41.867888,-87.623041,31
2354661,2014,6,27,0,19,Subscriber,Female,2014.6.30 19:15,2014.6.30 19:18,2.716666667,73,tstorms,130,Damen Ave & Division St,41.90331,-87.67695,15,210,Ashland Ave & Division St,41.903448,-87.669313,19
2354660,2014,6,27,0,19,Subscriber,Male,2014.6.30 19:15,2014.6.30 19:18,2.8,73,tstorms,130,Damen Ave & Division St,41.90331,-87.67695,15,210,Ashland Ave & Division St,41.903448,-87.669313,19
2354659,2014,6,27,0,19,Subscriber,Female,2014.6.30 19:15,2014.6.30 19:19,4.116666667,73,tstorms,30,Ashland Ave & Augusta Blvd,41.899643,-87.6677,15,350,Ashland Ave & Chicago Ave,41.895966,-87.667747,15
2354657,2014,6,27,0,19,Subscriber,Male,2014.6.30 19:15,2014.6.30 19:21,6.033333333,73,tstorms,115,Sheffield Ave & Wellington Ave,41.936253,-87.653566,23,296,Broadway & Belmont Ave,41.940106,-87.645451,15
2354650,2014,6,27,0,19,Subscriber,Male,2014.6.30 19:14,2014.6.30 19:21,6.666666667,73,tstorms,283,LaSalle St & Jackson Blvd,41.87817,-87.631985,23,59,Wabash Ave & Roosevelt Rd,41.867173,-87.62595501,19
2354648,2014,6,27,0,19,Subscriber,Male,2014.6.30 19:14,2014.6.30 19:17,3.25,73,tstorms,198,Halsted St & Madison St,41.88175,-87.6478,19,77,Clinton St & Madison St,41.8815824,-87.64127743,23
2354647,2014,6,27,0,19,Subscriber,Male,2014.6.30 19:13,2014.6.30 19:20,6.65,73,tstorms,340,Clark St & Wrightwood Ave,41.929546,-87.643118,15,340,Clark St & Wrightwood Ave,41.929546,-87.643118,15
2354646,2014,6,27,0,19,Subscriber,Male,2014.6.30 19:13,2014.6.30 19:21,7.333333333,73,tstorms,93,Sheffield Ave & Willow St,41.913688,-87.652855,15,343,Racine Ave & Wrightwood Ave,41.928887,-87.658971,15
2354644,2014,6,27,0,19,Subscriber,Male,2014.6.30 19:13,2014.6.30 19:31,18.11666667,73,tstorms,127,Lincoln Ave & Fullerton Ave,41.925905,-87.64926,15,298,Lincoln Ave & Belle Plaine Ave,41.955927,-87.679259,15
2354643,2014,6,27,0,19,Subscriber,Male,2014.6.30 19:13,2014.6.30 19:22,9.116666667,73,tstorms,177,Theater on the Lake,41.926277,-87.630834,15,291,Wells St & Evergreen Ave,41.906724,-87.63483,19
2354642,2014,6,27,0,19,Subscriber,Male,2014.6.30 19:13,2014.6.30 19:18,5.033333333,73,tstorms,50,Clark St & Congress Pkwy,41.87593267,-87.63058454,27,174,Canal St & Madison St,41.882091,-87.639833,23
2354641,2014,6,27,0,19,Subscriber,Female,2014.6.30 19:12,2014.6.30 19:59,46.75,73,tstorms,112,Green St & Randolph St,41.884078,-87.648684,15,20,Sheffield Ave & Kingsbury St,41.90959193,-87.65349723,15
2354640,2014,6,27,0,19,Subscriber,Male,2014.6.30 19:12,2014.6.30 19:18,5.766666667,73,tstorms,301,Clark St & Schiller St,41.907993,-87.631501,19,140,Dearborn Pkwy & Delaware Pl,41.899007,-87.629928,19
2354638,2014,6,27,0,19,Subscriber,Male,2014.6.30 19:12,2014.6.30 19:26,14.35,73,tstorms,93,Sheffield Ave & Willow St,41.913688,-87.652855,15,114,Sheffield Ave & Addison St,41.94688,-87.65445,27
2354634,2014,6,27,0,19,Subscriber,Male,2014.6.30 19:12,2014.6.30 19:32,20.86666667,73,tstorms,176,Clark St & Elm St,41.903233,-87.631253,19,25,Michigan Ave & Pearson St,41.89766,-87.62351,23
2354633,2014,6,27,0,19,Subscriber,Male,2014.6.30 19:11,2014.6.30 19:17,5.566666667,73,tstorms,98,LaSalle St & Washington St,41.882664,-87.63253,15,52,Michigan Ave & Lake St,41.886024,-87.624117,31
2354632,2014,6,27,0,19,Subscriber,Female,2014.6.30 19:11,2014.6.30 19:15,3.6,73,tstorms,137,Morgan Ave & 14th Pl,41.862378,-87.651062,15,282,Halsted St & Maxwell St,41.86458,-87.64693,15
2354631,2014,6,27,0,19,Subscriber,Male,2014.6.30 19:11,2014.6.30 19:15,3.716666667,73,tstorms,137,Morgan Ave & 14th Pl,41.862378,-87.651062,15,282,Halsted St & Maxwell St,41.86458,-87.64693,15
2354630,2014,6,27,0,19,Subscriber,Male,2014.6.30 19:11,2014.6.30 19:20,8.433333333,73,tstorms,196,Cityfront Plaza & N Water St,41.889875,-87.621994,19,255,Indiana Ave & Roosevelt Rd,41.867888,-87.623041,31
2354629,2014,6,27,0,19,Subscriber,Female,2014.6.30 19:11,2014.6.30 19:20,9.45,73,tstorms,154,Southport Ave & Belmont Ave,41.93949,-87.66378,15,299,Halsted St & Roscoe St,41.943662,-87.648917,15
2354627,2014,6,27,0,19,Subscriber,Male,2014.6.30 19:07,2014.6.30 19:17,9.633333333,73,tstorms,47,State St & Kinzie St,41.88918,-87.6277,19,36,Franklin St & Jackson Blvd,41.87770796,-87.63532114,31
2354626,2014,6,27,0,19,Subscriber,Male,2014.6.30 19:06,2014.6.30 19:20,14.33333333,73,tstorms,47,State St & Kinzie St,41.88918,-87.6277,19,30,Ashland Ave & Augusta Blvd,41.899643,-87.6677,15
2354625,2014,6,27,0,19,Subscriber,Male,2014.6.30 19:07,2014.6.30 19:59,51.55,73,tstorms,43,Michigan Ave & Washington St,41.88389277,-87.62464914,43,277,Ashland Ave & Grand Ave,41.891072,-87.666611,15
2354624,2014,6,27,0,19,Subscriber,Female,2014.6.30 19:10,2014.6.30 19:16,6.633333333,73,tstorms,72,State St & 16th St,41.86012138,-87.62772919,15,59,Wabash Ave & Roosevelt Rd,41.867173,-87.62595501,19
